"year","facility","city","state","cmdmWorker","serviceRegularity","serviceFrequency","geometry.lat","geometry.lng"
1880,"St. Paul's Church","Albany","New York","George W. Schutt","occasional","quarterly",42.6511674,-73.754968
1880,"St. John's Church","Kingston","New York","George W. Schutt","occasional","intermittent",41.9287812,-74.0023702
1880,"St. George's Church","Newburgh","New York","George W. Schutt","occasional","intermittent",41.5034271,-74.0104179
1880,"The Hall","Whiteport","New York","George W. Schutt","occasional","intermittent",41.8823148,-74.0551409
1880,"Trinity Church","Saugerties","New York","George W. Schutt","occasional","intermittent",42.0775906,-73.9529126
1880,"St. John's Church","Canterbury","New York","George W. Schutt","occasional","intermittent",43.2567362,-75.4154513
1880,"Church of the Holy Comforter","Poughkeepsie","New York","George W. Schutt","occasional","intermittent",41.7065779,-73.9284101
1880,"St Mark's Church","Tarrytown","New York","George W. Schutt","occasional","intermittent",41.0762077,-73.8587461
1880,"St. Barnabas Chapel","Stottville","New York","George W. Schutt","occasional","intermittent",42.291795,-73.7512588
1880,"St. Luke's Church","Rochester","New York","John C. Acker","regular","weekly",43.157285,-77.615214
1880,"St. Paul's Church","Troy","New York","Mrs. Gould","","",42.7284117,-73.6917878
1859,"Christ Church","Binghamton","New York","Thomas Gallaudet","promotional","once",42.096968,-75.914341
1859,"Christ Church","Binghamton","New York","Thomas Gallaudet","itinerant","once",42.096968,-75.914341
1859,"Christ Church","Hudson","New York","Thomas Gallaudet","promotional","once",42.2528649,-73.790959
1859,"Christ Church","Hudson","New York","Thomas Gallaudet","itinerant","once",42.2528649,-73.790959
1859,"St. Paul's Church","Oxford","New York","Thomas Gallaudet","promotional","once",42.4420181,-75.5976855
1859,"St. Paul's Church","Oxford","New York","Thomas Gallaudet","itinerant","once",42.4420181,-75.5976855
1859,"St. Paul's Church","Oxford","New York","Thomas Gallaudet","itinerant","once",42.4420181,-75.5976855
1859,"St. John's Church","Yonkers","New York","Thomas Gallaudet","promotional","once",40.9312099,-73.8987469
1859,"St. John's Church","Yonkers","New York","Thomas Gallaudet","itinerant","once",40.9312099,-73.8987469
1861,"St. Paul's Church","Albany","New York","Thomas Gallaudet","occasional","intermittent",42.6511674,-73.754968
1878,"Church of the Good Shepherd","Raleigh","North Carolina","Job Turner","Itinerant","",35.7803977,-78.6390989
1878,"St. Peter's Church","Charlotte","North Carolina","Job Turner","Itinerant","",35.2272,-80.843083
1878,"North Carolina Institution for Deaf-Mutes","Raleigh","North Carolina","Job Turner","Itinerant","",35.7803977,-78.6390989
1879,"St. James' Church","Wilmington","North Carolina","Gallaudet","promotional","once",34.2257282,-77.9447107
1879,"St. John's Church","Wilmington","North Carolina","Gallaudet","promotional","once",34.2257282,-77.9447107
1879,"St. Mark's Church","Wilmington","North Carolina","Gallaudet, Turner","itinerant","once",34.2257282,-77.9447107
1879,"St. Paul's Church","Wilmington","North Carolina","Gallaudet, Turner","itinerant","",34.2257282,-77.9447107
1879,"North Carolina Institution for the Deaf and Dumb","Raleigh","North Carolina","Gallaudet, Turner","itinerant","",35.7803977,-78.6390989
1879,"North Carolina Institution for the Deaf and Dumb","Raleigh","North Carolina","Gallaudet, Turner","itinerant","",35.7803977,-78.6390989
1879,"Church of the Good Shepherd","Raleigh","North Carolina","Turner","itinerant","",35.7803977,-78.6390989
1879,"Christ Church","Raleigh","North Carolina","Turner","itinerant","",35.7803977,-78.6390989
1875,"Trinity Church","Columbus","Ohio","","itinerant","",39.9622601,-83.0007065
1875,"Ohio Institution for Deaf-Mutes","Columbus","Ohio","Gallaudet","itinerant","once",39.9622601,-83.0007065
1875,"Grace Church","Cleveland","Ohio","","itinerant","",41.5051613,-81.6934446
1876,"St. John's Church","Cincinnati","Ohio","Austin Mann","itinerant","once",39.1014537,-84.5124602
1876,"Grace Church","Cleveland","Ohio","Austin Mann","itinerant","intermittent",41.5051613,-81.6934446
1877,"St. Peter's Church","Delaware","Ohio","Mann and Gallaudet","promotional","once",40.298889,-83.071944
1877,"Trinity Church","Columbus","Ohio","Mann and Gallaudet","promotional","once",39.9622601,-83.0007065
1877,"Christ Church","Dayton","Ohio","Mann and Gallaudet","promotional","once",39.7589478,-84.1916069
1878,"Christ Church","Dayton","Ohio","Austin Mann","itinerant","intermittent",39.7589478,-84.1916069
1877,"St. John's Church","Cincinnati","Ohio","Mann and Gallaudet","promotional","once",39.1014537,-84.5124602
1877,"Grace Church","Cleveland","Ohio","Mann and Gallaudet","promotional","",41.5051613,-81.6934446
1878,"St. Peter's Church","Delaware","Ohio","Austin Mann","Itinerant","intermittent",40.298889,-83.071944
1878,"Grace Church","Cleveland","Ohio","Austin Mann","Itinerant","intermittent",41.5051613,-81.6934446
1878,"St. John's Church","Cincinnati","Ohio","Austin Mann","Itinerant","intermittent",39.1014537,-84.5124602
1878,"Christ Church","Portsmouth","Ohio","Austin Mann","Itinerant","once",38.7316375,-82.9965441
1878,"St. Paul's Church","Marion","Ohio","Austin Mann","Itinerant","once",40.586667,-83.126389
1878,"Lutheran Church","Shelby","Ohio","Austin Mann","Itinerant","once",40.884722,-82.659444
1878,"St. Paul's Church","Columbus","Ohio","Gallaudet","Itinerant","once",39.9622601,-83.0007065
1878,"Grace Church","Mansfield","Ohio","Gallaudet","Itinerant","once",40.75839,-82.5154471
1879,"Grace Church","Mansfield","Ohio","Austin Mann and Gallaudet","Itinerant","once",40.75839,-82.5154471
1878,"Ohio Institution for Deaf-Mutes","Columbus","Ohio","Job Turner","Itinerant","",39.9622601,-83.0007065
1878,"St. John's Church","Cincinnati","Ohio","Robert P. McGregor","regular","biweekly",39.1014537,-84.5124602
1879,"St. Paul's Church","Akron","Ohio","Austin Mann","itinerant","intermittent",41.083064,-81.518485
1879,"St. Paul's Church","Marion","Ohio","Austin Mann","itinerant","once",40.586667,-83.126389
1880,"St. Paul's Church","Marion","Ohio","Austin Mann","itinerant","intermittent",40.586667,-83.126389
1879,"Christ Church","Dayton","Ohio","Austin Mann","itinerant","",39.7589478,-84.1916069
1879,"St. Peter's Church","Delaware","Ohio","Austin Mann","itinerant","once",40.298889,-83.071944
1879,"Personal residence","Delaware","Ohio","Austin Mann","itinerant","intermittent",40.298889,-83.071944
1880,"Christ Church","Portsmouth","Ohio","Austin Mann","itinerant","once",38.7316375,-82.9965441
1879,"Grace Church","Cleveland","Ohio","Austin W. Mann","itinerant","intermittent",41.5051613,-81.6934446
1879,"Trinity Church","Cleveland","Ohio","Mann and Gallaudet","promotional","once",41.5051613,-81.6934446
1879,"Trinity Church","Columbus","Ohio","Mann and Gallaudet","itinerant","",39.9622601,-83.0007065
1879,"Ohio Institution for Deaf-Mutes","Columbus","Ohio","Mann and Gallaudet","itinerant","once",39.9622601,-83.0007065
1880,"Ohio Institution for Deaf-Mutes","Columbus","Ohio","Austin Mann","itinerant","once",39.9622601,-83.0007065
1879,"St. John's Church","Cincinnati","Ohio","R.P. McGregor","regular","biweekly",39.1014537,-84.5124602
1880,"Christ Church","Dayton","Ohio","Austin Mann","itinerant","intermittent",39.7589478,-84.1916069
1880,"","Mallet Creek","Ohio","Austin Mann","itinerant","",41.167222,-81.925556
1880,"Grace Church","Bellefontaine","Ohio","Austin Mann","itinerant","once",40.3611643,-83.7596557
1880,"St. Paul's Church","Cincinnati","Ohio","Chamberlain, Mann, Turner","itinerant","once",39.1014537,-84.5124602
1880,"Grace Church","Cleveland","Ohio","Gallaudet and Mann","itinerant","",41.5051613,-81.6934446
1880,"All Saints' Church","Cleveland","Ohio","Austin Mann","itinerant","once",41.5051613,-81.6934446
1880,"Christ Church","Springfield","Ohio","Austin Mann","itinerant","once",39.9242266,-83.8088172
1880,"St. Andrew's Church","Elyria","Ohio","Gallaudet and Mann","itinerant","",41.368251,-82.1065757
1880,"Trinity Church","Newark","Ohio","Austin Mann","itinerant","once",40.0581205,-82.4012643
1880,"St. John's Church","Cincinnati","Ohio","R.P. McGregor","","",39.1014537,-84.5124602
1880,"Trinity Church","Columbus","Ohio","Austin Mann","Itinerant","once",39.9622601,-83.0007065
1880,"Methodist Episcopal Church","Kenton","Ohio","Austin Mann","Itinerant","once",40.6478171,-83.6089968
1880,"St. Paul's Church","Canton","Ohio","Austin Mann","Itinerant","once",40.7989522,-81.3784445
1878,"Christ Church","Dayton","Ohio","Austin Mann","Itinerant","intermittent",39.7589478,-84.1916069
1859,"St. Stephen's Church","Philadelphia","Pennsylvania","Thomas Gallaudet","promotional","once",39.9527237,-75.1635262
1859,"St. Stephen's Church","Philadelphia","Pennsylvania","Thomas Gallaudet","itinerant","once",39.9527237,-75.1635262
1865,"Calvary Church","Philadelphia","Pennsylvania","Eagan","regular","weekly",39.9527237,-75.1635262
1866,"Calvary Church","Philadelphia","Pennsylvania","Clerc","regular","weekly",39.9527237,-75.1635262
1866,"Calvary Church","Philadelphia","Pennsylvania","Eagan","regular","weekly",39.9527237,-75.1635262
1867,"Calvary Church","Philadelphia","Pennsylvania","Clerc","regular","weekly",39.9527237,-75.1635262
1868,"Grace Church","Allentown","Pennsylvania","Clerc","regular","weekly",40.6022059,-75.4712794
1868,"Calvary Church","Philadelphia","Pennsylvania","Clerc","regular","weekly",39.9527237,-75.1635262
1869,"St. Stephen's Church","Philadelphia","Pennsylvania","Clerc","regular","weekly",39.9527237,-75.1635262
1870,"St. Stephen's Church","Philadelphia","Pennsylvania","Clerc","regular","weekly",39.9527237,-75.1635262
1871,"St. Stephen's Church","Philadelphia","Pennsylvania","Clerc","regular","weekly",39.9527237,-75.1635262
1872,"St. Stephen's Church","Philadelphia","Pennsylvania","","regular","monthly",39.9527237,-75.1635262
1873,"St. Stephen's Church","Philadelphia","Pennsylvania","","regular","monthly",39.9527237,-75.1635262
1873,"Church of the Mediator","Allentown","Pennsylvania","","","",40.6022059,-75.4712794
1874,"St. Stephen's Church","Philadelphia","Pennsylvania","Clerc","regular","monthly",39.9527237,-75.1635262
1874,"Church of the Mediator","Allentown","Pennsylvania","Thomas Roberts","regular","intermittent",40.6022059,-75.4712794
1875,"St. Stephen's Church","Philadelphia","Pennsylvania","Syle","regular","weekly",39.9527237,-75.1635262
1875,"Grace Church","Allentown","Pennsylvania","Thomas Roberts","regular","weekly",40.6022059,-75.4712794
1875,"Trinity Church","Pittsburgh","Pennsylvania","","itinerant","",40.4416941,-79.9900861
1875,"St. Paul's Church","Erie","Pennsylvania","","itinerant","",42.1294712,-80.0852695
1876,"St. Stephen's Church","Philadelphia","Pennsylvania","Syle","regular","weekly",39.9527237,-75.1635262
1876,"Grace Church","Allentown","Pennsylvania","Thomas Roberts","regular","weekly",40.6022059,-75.4712794
1876,"Trinity Church","Pittsburg","Pennsylvania","Mann, Gallaudet","itinerant","once",40.4416941,-79.9900861
1877,"St. Stephen's Church","Philadelphia","Pennsylvania","Syle","regular","weekly",39.9527237,-75.1635262
1877,"Grace Church","Allentown","Pennsylvania","Thomas Roberts","regular","weekly",40.6022059,-75.4712794
1877,"St. Barnabas Church","Reading","Pennsylvania","Chamberlain","Itinerant","intermittent",40.335345,-75.9279495
1877,"St. John's Church","York","Pennsylvania","Clerc","occasional","intermittent",39.962398,-76.727392
1877,"Trinity Church","Pittsburg","Pennsylvania","Mann","Itinerant","intermittent",40.4416941,-79.9900861
1878,"St. Stephen's Church","Philadelphia","Pennsylvania","Syle","regular","weekly",39.9527237,-75.1635262
1878,"Grace Church","Allentown","Pennsylvania","Thomas Roberts","","",40.6022059,-75.4712794
1878,"Trinity Church","Pittsburg","Pennsylvania","Austin Mann","itinerant","intermittent",40.4416941,-79.9900861
1878,"","York","Pennsylvania","Clerc","","",39.962398,-76.727392
1878,"St. Luke's Church","Altoona","Pennsylvania","Gallaudet","Itinerant","once",40.518681,-78.394736
1878,"St. Paul's Church","Erie","Pennsylvania","Gallaudet and Mann","itinerant","once",42.1294712,-80.0852695
1878,"","York","Pennsylvania","Job Turner","Itinerant","",39.962398,-76.727392
1878,"Pennsylvania Institution for Deaf-Mutes","Philadelphia","Pennsylvania","Job Turner","Itinerant","",39.9527237,-75.1635262
1879,"Trinity Church","Pittsburg","Pennsylvania","Austin Mann","itinerant","",40.4416941,-79.9900861
1878,"Christ Church","Meadville","Pennsylvania","Austin Mann","itinerant","",41.641445,-80.151449
1879,"Christ Church","Meadville","Pennsylvania","Mann and Gallaudet","itinerant","once",41.641445,-80.151449
1879,"St. Stephen's Church","Philadelphia","Pennsylvania","Henry W. Syle","regular","weekly",39.9527237,-75.1635262
1879,"Trinity Church","Meadville","Pennsylvania","Mann and Gallaudet","itinerant","one",41.641445,-80.151449
1879,"Grace Church","Allentown","Pennsylvania","Thomas S. Roberts","","",40.6022059,-75.4712794
1879,"St. John's Church","York","Pennsylvania","Turner","itinerant","",39.962398,-76.727392
1879,"Pennsylvania School for the Deaf","Philadelphia","Pennsylvania","Turner","itinerant","",39.9527237,-75.1635262
1880,"St. Stephen's Church","Philadelphia","Pennsylvania","Henry W. Syle","regular","weekly",39.9527237,-75.1635262
1880,"St. John's Church","York","Pennsylvania","Chamberlain","promotional","once",39.962398,-76.727392
1861,"Church of the Ascension","Philadelphia","Pennsylvania","Thomas Gallaudet","occasional","intermittent",39.9527237,-75.1635262
1880,"Trinity Church","Pittsburgh","Pennsylvania","Austin Mann","itinerant","intermittent",40.4416941,-79.9900861
1880,"Emmanuel Church","Corry","Pennsylvania","Austin Mann","itinerant","once",41.920334,-79.640329
1875,"Grace Church","Providence","Rhode Island","","itinerant","",41.8239891,-71.4128343
1877,"","Providence","Rhode Island","Job Turner","Itinerant","intermittent",41.8239891,-71.4128343
1877,"","Pawtucket","Rhode Island","Job Turner","Itinerant","once",41.878711,-71.3825558
1877,"","Newport","Rhode Island","Job Turner","Itinerant","once",41.4899827,-71.3137707
1878,"Zion Church","Newport","Rhode Island","Gallaudet","Itinerant","once",41.4899827,-71.3137707
1878,"Grace Church","Providence","Rhode Island","Turner and Gallaudet","Itinerant","intermittent",41.8239891,-71.4128343
1879,"St. Barnabas' Church","Providence","Rhode Island","Chamberlain","promotional","once",41.8239891,-71.4128343
1879,"Grace Church","Providence","Rhode Island","Chamberlain","promotional","once",41.8239891,-71.4128343
1879,"St. James' Church","Woonsocket","Rhode Island","Turner","itinerant","",42.0028761,-71.5147839
1878,"Trinity Church","Columbia","South Carolina","Job Turner","Itinerant","",34.0007493,-81.0343313
1878,"St. Phillip's Church","Charleston","South Carolina","Job Turner","Itinerant","",32.7876012,-79.9402728
1878,"South Carolina Institution for Deaf-Mutes","Cedar Spring","South Carolina","Job Turner","Itinerant","",34.080556,-82.302222
1879,"Grace Church","Charleston","South Carolina","Gallaudet, Turner","itinerant","",32.7876012,-79.9402728
1879,"Church of Advent","Spartanburg","South Carolina","Turner","itinerant","",34.9498007,-81.9320157
1880,"Calvary Church","Sioux Falls","South Dakota","Berry, Gallaudet and Mann","itinerant","once",43.5499749,-96.700327
1879,"St. Mary's Cathedral","Memphis","Tennessee","Turner","itinerant","",35.1490215,-90.0516285
1879,"Calvary Church","Memphis","Tennessee","Turner","itinerant","",35.1490215,-90.0516285
1879,"St. David's Church","Jackson","Tennessee","Turner","itinerant","",35.6144446,-88.8177418
1879,"Christ Church","Nashville","Tennessee","Turner","itinerant","",36.1622296,-86.7743531
1879,"St. John's Church","Knoxville","Tennessee","Turner","itinerant","",35.9603948,-83.9210261
1878,"Trinity Church","Galveston","Texas","Job Turner","Itinerant","",29.299328,-94.7945882
1878,"Texas Institution for Deaf-Mutes","Austin","Texas","Job Turner","Itinerant","",30.2711286,-97.7436995
1868,"St. Michael's Church","Brattleboro","Vermont","Thomas Gallaudet","itinerant","once",42.8509152,-72.5578678
1879,"St. Andrew's Church","St. Johnsbury","Vermont","Chamberlain","itinerant","once",44.4192249,-72.0150951
1879,"St. John's Church","West Randolph","Vermont","Turner","itinerant","",43.925099,-72.666321
1878,"Trinity Church","Staunton","Virginia","Job Turner","Itinerant","",38.1495947,-79.072557
1878,"St. Paul's Church","Richmond","Virginia","Job Turner","Itinerant","",37.5385087,-77.43428
1878,"Grace Church","Petersburg","Virginia","Job Turner","Itinerant","",37.212778,-77.400278
1878,"Christ Church","Norfolk","Virginia","Job Turner","Itinerant","",36.8462923,-76.2929252
1878,"Virginia Institution for Deaf-Mutes","Staunton","Virginia","Job Turner","Itinerant","",38.1495947,-79.072557
1879,"Virginia Institution","Staunton","Virginia","Gallaudet and Turner","itinerant","",38.1495947,-79.072557
1879,"Christ Church","Norfolk","Virginia","Gallaudet, Turner","itinerant","",36.8462923,-76.2929252
1879,"Grace Church","Petersburg","Virginia","Turner","itinerant","",37.212778,-77.400278
1879,"St. Paul's Church","Lynchburg","Virginia","Turner","itinerant","",37.403611,-79.17
1879,"St. James' Church","Richmond","Virginia","Turner","itinerant","",37.5385087,-77.43428
1879,"Grace Church","Petersburg","Virginia","Turner","itinerant","",37.212778,-77.400278
1879,"St. Paul's Church","Richmond","Virginia","Turner","itinerant","",37.5385087,-77.43428
1879,"Trinity Church","Staunton","Virginia","Turner, Gallaudet","itinerant","",38.1495947,-79.072557
1880,"Monumental Church","Richmond","Virginia","Gallaudet","itinerant","once",37.5385087,-77.43428
1880,"St. Paul's Church","Richmond","Virginia","Gallaudet","itinerant","once",37.5385087,-77.43428
1880,"Christ Church","Norfolk","Virginia","Gallaudet","itinerant","once",36.8462923,-76.2929252
1880,"Trinity Church","Staunton","Virginia","Gallaudet and Turner","itinerant","once",38.1495947,-79.072557
1875,"St. Matthew's Church","Wheeling","West Virginia","Austin Mann","itinerant","once",40.0639616,-80.7209149
1878,"St. Matthew's Church","Wheeling ","West Virginia","Job Turner","Itinerant","",40.0639616,-80.7209149
1878,"West Virginia Institution for Deaf-Mutes","Wheeling","West Virginia","Job Turner","Itinerant","",40.0639616,-80.7209149
1879,"West Virginia Institution for Deaf-Mutes and the Blind","Romney","West Virginia","Gallaudet and Turner","itinerant","once",39.3419698,-78.7564522
1879,"Christ Church","Fairmont","West Virginia","Austin Mann","itinerant","once",39.4850848,-80.1425781
1875,"","Milwaukee","Wisconsin","Austin Mann","itinerant","intermittent",43.0349931,-87.922497
1876,"All Saints' Church","Milwaukee","Wisconsin","Austin Mann","itinerant","intermittent",43.0349931,-87.922497
1876,"Christ Church","Delavan","Wisconsin","Austin Mann","Itinerant","once",42.6330703,-88.6437138
1876,"St. Paul's Church","Racine","Wisconsin","Austin Mann","Itinerant","once",42.7260523,-87.7825242
1877,"All Saint's Cathedral","Milwaukee","Wisconsin","Austin Mann","itinerant","intermittent",43.0349931,-87.922497
1878,"All Saint's Cathedral","Milwaukee","Wisconsin","Austin Mann","itinerent","intermittent",43.0349931,-87.922497
1879,"","Milwaukee","Wisconsin","Berry","","",43.0349931,-87.922497
1879,"Christ Church","Delavan","Wisconsin","Berry","","",42.6330703,-88.6437138
1880,"Trinity Church","Monroe","Wisconsin","Gallaudet and Mann","itinerant","",42.6,-89.633333
1880,"Grace Church","Madison","Wisconsin","Gallaudet and Mann","itinerant","once",43.074761,-89.3837613
